DrugsIDs	DrugsNames	Labels
DB13202	Piprozolin	Sulfur Compounds
DB13203	Bamifylline	Alkaloids
DB13203	Bamifylline	Analgesics
DB13203	Bamifylline	Autonomic Agents
DB13203	Bamifylline	Cardiovascular Agents
DB13203	Bamifylline	Central Nervous System Agents
DB13203	Bamifylline	Cytochrome P-450 CYP1A2 Substrates
DB13203	Bamifylline	Peripheral Nervous System Agents
DB13203	Bamifylline	Purines
DB13203	Bamifylline	Respiratory System Agents
DB13203	Bamifylline	Sensory System Agents
DB13203	Bamifylline	Vasodilating Agents
DB13205	Teclozan	Amines
DB13205	Teclozan	Benzene Derivatives
DB13206	Bamethan	Alcohols
DB13206	Bamethan	Amines
DB13206	Bamethan	Amino Alcohols
DB13206	Bamethan	Cardiovascular Agents
DB13206	Bamethan	Vasodilating Agents
DB13207	Arginine glutamate	Alimentary Tract and Metabolism
DB13207	Arginine glutamate	Amino Acids, Peptides, and Proteins
DB13207	Arginine glutamate	Peptides
DB13209	Bismuth subnitrate	Alimentary Tract and Metabolism
DB13209	Bismuth subnitrate	Gastrointestinal Agents
DB13209	Bismuth subnitrate	Neurotoxic agents
DB13211	Guanoxan	Antihypertensive Agents
DB13214	Sulfadicramide	Anti-Infective Agents
DB13214	Sulfadicramide	Ophthalmologicals
DB13214	Sulfadicramide	Sensory Organs
DB13217	Fentiazac	Acids, Acyclic
DB13217	Fentiazac	Agents causing hyperkalemia
DB13217	Fentiazac	Agents that produce hypertension
DB13217	Fentiazac	Analgesics
DB13217	Fentiazac	Analgesics, Non-Narcotic
DB13217	Fentiazac	Anti-Inflammatory Agents
DB13217	Fentiazac	Central Nervous System Agents
DB13217	Fentiazac	Fatty Acids
DB13217	Fentiazac	Fatty Acids, Volatile
DB13217	Fentiazac	Lipids
DB13217	Fentiazac	Musculo-Skeletal System
DB13217	Fentiazac	Nephrotoxic agents
DB13217	Fentiazac	Peripheral Nervous System Agents
DB13217	Fentiazac	Sensory System Agents
DB13217	Fentiazac	Sulfur Compounds
DB13226	Acetylleucine	Amino Acids
DB13226	Acetylleucine	Amino Acids, Peptides, and Proteins
DB13226	Acetylleucine	Nervous System
DB13227	Tribenoside	Analgesics
DB13227	Tribenoside	Analgesics, Non-Narcotic
DB13227	Tribenoside	Anti-Inflammatory Agents
DB13227	Tribenoside	Carbohydrates
DB13227	Tribenoside	Central Nervous System Agents
DB13227	Tribenoside	Peripheral Nervous System Agents
DB13227	Tribenoside	Sensory System Agents
DB13229	Enibomal	Nervous System
DB13229	Enibomal	Pyrimidines
DB13231	Calcium lactate	Alimentary Tract and Metabolism
DB13231	Calcium lactate	Hydroxy Acids
DB13232	Suxibuzone	Agents causing hyperkalemia
DB13232	Suxibuzone	Agents that produce hypertension
DB13232	Suxibuzone	Analgesics
DB13232	Suxibuzone	Analgesics, Non-Narcotic
DB13232	Suxibuzone	Anti-Inflammatory Agents
DB13232	Suxibuzone	Central Nervous System Agents
DB13232	Suxibuzone	Musculo-Skeletal System
DB13232	Suxibuzone	Nephrotoxic agents
DB13232	Suxibuzone	Peripheral Nervous System Agents
DB13232	Suxibuzone	Sensory System Agents
DB13233	Alaproclate	Amino Acids
DB13233	Alaproclate	Amino Acids, Peptides, and Proteins
DB13233	Alaproclate	Central Nervous System Agents
DB13233	Alaproclate	Central Nervous System Depressants
DB13233	Alaproclate	Membrane Transport Modulators
DB13233	Alaproclate	Nervous System
DB13233	Alaproclate	Neurotransmitter Agents
DB13233	Alaproclate	Psychotropic Drugs
DB13233	Alaproclate	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13233	Alaproclate	Serotonin Agents
DB13234	Propanidid	Acids, Carbocyclic
DB13234	Propanidid	Amines
DB13234	Propanidid	Central Nervous System Agents
DB13234	Propanidid	Central Nervous System Depressants
DB13234	Propanidid	Nervous System
DB13235	Perboric acid	Acids
DB13235	Perboric acid	Acids, Noncarboxylic
DB13235	Perboric acid	Alimentary Tract and Metabolism
DB13235	Perboric acid	Anions
DB13235	Perboric acid	Electrolytes
DB13235	Perboric acid	Ions
DB13237	Clofoctol	Antibacterials for Systemic Use
DB13237	Clofoctol	Antiinfectives for Systemic Use
DB13237	Clofoctol	Benzene Derivatives
DB13237	Clofoctol	Phenols
DB13239	Neltenexine	Amines
DB13239	Neltenexine	Cycloparaffins
DB13240	Cymarin	Antiarrhythmic agents
DB13240	Cymarin	Carbohydrates
DB13240	Cymarin	Cardiovascular Agents
DB13240	Cymarin	Glycosides
DB13240	Cymarin	Protective Agents
DB13240	Cymarin	Steroids
DB13241	Begelomab	Antineoplastic and Immunomodulating Agents
DB13241	Begelomab	Immunosuppressive Agents
DB13242	Bucladesine	Carbohydrates
DB13242	Bucladesine	Glycosides
DB13242	Bucladesine	Nucleic Acids, Nucleotides, and Nucleosides
DB13242	Bucladesine	Purines
DB13249	Magnesium silicate	Acids
DB13249	Magnesium silicate	Acids, Noncarboxylic
DB13249	Magnesium silicate	Alimentary Tract and Metabolism
DB13249	Magnesium silicate	Anions
DB13249	Magnesium silicate	Electrolytes
DB13249	Magnesium silicate	Ions
DB13255	Propatyl nitrate	Alcohols
DB13255	Propatyl nitrate	Vasodilating Agents
DB13257	Ferrous sulfate anhydrous	Amino Acids, Peptides, and Proteins
DB13257	Ferrous sulfate anhydrous	Carbohydrates
DB13257	Ferrous sulfate anhydrous	Proteins
DB13259	Ethyl chloride	Central Nervous System Agents
DB13259	Ethyl chloride	Central Nervous System Depressants
DB13259	Ethyl chloride	Nervous System
DB13259	Ethyl chloride	Peripheral Nervous System Agents
DB13259	Ethyl chloride	Sensory System Agents
DB13260	Lysozyme	Anti-Infective Agents
DB13260	Lysozyme	Antiinfectives for Systemic Use
DB13260	Lysozyme	Dermatologicals
DB13260	Lysozyme	Enzymes and Coenzymes
DB13261	Sitafloxacin	Anti-Bacterial Agents
DB13261	Sitafloxacin	Anti-Infective Agents
DB13261	Sitafloxacin	Antibacterials for Systemic Use
DB13261	Sitafloxacin	Antiinfectives for Systemic Use
DB13261	Sitafloxacin	Antineoplastic Agents
DB13261	Sitafloxacin	Cytochrome P-450 CYP1A2 Inhibitors
DB13261	Sitafloxacin	Cytochrome P-450 Enzyme Inhibitors
DB13261	Sitafloxacin	Enzyme Inhibitors
DB13261	Sitafloxacin	Moderate Risk QTc-Prolonging Agents
DB13261	Sitafloxacin	QTc Prolonging Agents
DB13266	Cefatrizine	Amides
DB13266	Cefatrizine	Anti-Bacterial Agents
DB13266	Cefatrizine	Anti-Infective Agents
DB13266	Cefatrizine	Antibacterials for Systemic Use
DB13266	Cefatrizine	Antiinfectives for Systemic Use
DB13266	Cefatrizine	Aza Compounds
DB13266	Cefatrizine	Azabicyclo Compounds
DB13266	Cefatrizine	Lactams
DB13266	Cefatrizine	Nephrotoxic agents
DB13266	Cefatrizine	Sulfur Compounds
DB13268	Acetarsol	Alimentary Tract and Metabolism
DB13268	Acetarsol	Anti-Infective Agents
DB13268	Acetarsol	Genito Urinary System and Sex Hormones
DB13269	Dichlorobenzyl alcohol	Alcohols
DB13269	Dichlorobenzyl alcohol	Benzene Derivatives
DB13271	Wood creosote	Benzene Derivatives
DB13271	Wood creosote	Phenols
DB13281	Bromelains	Dermatologicals
DB13281	Bromelains	Enzymes and Coenzymes
DB13281	Bromelains	Gastrointestinal Agents
DB13281	Bromelains	Musculo-Skeletal System
DB13293	Ipecac	Autonomic Agents
DB13293	Ipecac	Central Nervous System Agents
DB13293	Ipecac	Complex Mixtures
DB13293	Ipecac	Cytochrome P-450 CYP2D6 Substrates
DB13293	Ipecac	Cytochrome P-450 CYP3A Substrates
DB13293	Ipecac	Cytochrome P-450 CYP3A4 Substrates
DB13293	Ipecac	Gastrointestinal Agents
DB13293	Ipecac	Peripheral Nervous System Agents
DB13295	Atracurium	Alkaloids
DB13295	Atracurium	Anticholinergic Agents
DB13295	Atracurium	Central Nervous System Depressants
DB13295	Atracurium	Musculo-Skeletal System
DB13295	Atracurium	Neurotransmitter Agents
DB13295	Atracurium	Peripheral Nervous System Agents
DB13296	Propamidine	Anti-Infective Agents
DB13296	Propamidine	Dermatologicals
DB13296	Propamidine	Ophthalmologicals
DB13296	Propamidine	Sensory Organs
DB13297	Idrocilamide	Alcohols
DB13297	Idrocilamide	Amines
DB13297	Idrocilamide	Amino Alcohols
DB13297	Idrocilamide	Musculo-Skeletal System
DB13307	Proscillaridin	Carbohydrates
DB13307	Proscillaridin	Cardiovascular Agents
DB13307	Proscillaridin	Enzyme Inhibitors
DB13307	Proscillaridin	Glycosides
DB13307	Proscillaridin	Protective Agents
DB13307	Proscillaridin	Steroids
DB13312	Delapril	Agents causing hyperkalemia
DB13312	Delapril	Agents that produce hypertension
DB13312	Delapril	Antihypertensive Agents
DB13312	Delapril	Cardiovascular Agents
DB13312	Delapril	Enzyme Inhibitors
DB13314	Alminoprofen	Acids, Acyclic
DB13314	Alminoprofen	Agents causing hyperkalemia
DB13314	Alminoprofen	Agents that produce hypertension
DB13314	Alminoprofen	Analgesics
DB13314	Alminoprofen	Analgesics, Non-Narcotic
DB13314	Alminoprofen	Anti-Inflammatory Agents
DB13314	Alminoprofen	Central Nervous System Agents
DB13314	Alminoprofen	Fatty Acids
DB13314	Alminoprofen	Fatty Acids, Volatile
DB13314	Alminoprofen	Lipids
DB13314	Alminoprofen	Musculo-Skeletal System
DB13314	Alminoprofen	Nephrotoxic agents
DB13314	Alminoprofen	Peripheral Nervous System Agents
DB13314	Alminoprofen	Sensory System Agents
DB13322	Hydrotalcite	Alimentary Tract and Metabolism
DB13322	Hydrotalcite	Anions
DB13322	Hydrotalcite	Electrolytes
DB13322	Hydrotalcite	Gastrointestinal Agents
DB13322	Hydrotalcite	Ions
DB13323	Trichloroethylene	Agents that produce hypertension
DB13323	Trichloroethylene	Central Nervous System Agents
DB13323	Trichloroethylene	Central Nervous System Depressants
DB13323	Trichloroethylene	Nervous System
DB13337	Pheneticillin	Antibacterials for Systemic Use
DB13337	Pheneticillin	Antiinfectives for Systemic Use
DB13345	Dihydroergocristine	Adrenergic Agents
DB13345	Dihydroergocristine	Adrenergic Antagonists
DB13345	Dihydroergocristine	Agents that produce hypertension
DB13345	Dihydroergocristine	Alkaloids
DB13345	Dihydroergocristine	Cardiovascular Agents
DB13345	Dihydroergocristine	Cytochrome P-450 CYP3A Substrates
DB13345	Dihydroergocristine	Cytochrome P-450 CYP3A4 Substrates
DB13345	Dihydroergocristine	Neurotransmitter Agents
DB13345	Dihydroergocristine	Vasodilating Agents
DB13346	Bufexamac	Acids, Acyclic
DB13346	Bufexamac	Agents causing hyperkalemia
DB13346	Bufexamac	Amides
DB13346	Bufexamac	Amines
DB13346	Bufexamac	Analgesics
DB13346	Bufexamac	Analgesics, Non-Narcotic
DB13346	Bufexamac	Anti-Inflammatory Agents
DB13346	Bufexamac	Antineoplastic Agents
DB13346	Bufexamac	Benzene Derivatives
DB13346	Bufexamac	Central Nervous System Agents
DB13346	Bufexamac	Fatty Acids
DB13346	Bufexamac	Fatty Acids, Volatile
DB13346	Bufexamac	Hydroxy Acids
DB13346	Bufexamac	Lipids
DB13346	Bufexamac	Musculo-Skeletal System
DB13346	Bufexamac	Nephrotoxic agents
DB13346	Bufexamac	Peripheral Nervous System Agents
DB13346	Bufexamac	Sensory System Agents
DB13352	Deanol	Alcohols
DB13352	Deanol	Amines
DB13352	Deanol	Amino Alcohols
DB13352	Deanol	Central Nervous System Agents
DB13352	Deanol	Central Nervous System Depressants
DB13352	Deanol	Nervous System
DB13352	Deanol	Psychotropic Drugs
DB13355	Visnadine	Pyrans
DB13359	Magnesium aspartate	Alimentary Tract and Metabolism
DB13359	Magnesium aspartate	Amino Acids
DB13359	Magnesium aspartate	Amino Acids, Peptides, and Proteins
DB13374	Vincamine	Alkaloids
DB13374	Vincamine	Antihypertensive Agents
DB13374	Vincamine	Antineoplastic Agents
DB13374	Vincamine	Cardiovascular Agents
DB13374	Vincamine	Vasodilating Agents
DB13375	Edrecolomab	Amino Acids, Peptides, and Proteins
DB13375	Edrecolomab	Antibodies
DB13375	Edrecolomab	Antibodies, Monoclonal
DB13375	Edrecolomab	Antineoplastic Agents
DB13375	Edrecolomab	Antineoplastic and Immunomodulating Agents
DB13375	Edrecolomab	Blood Proteins
DB13375	Edrecolomab	Globulins
DB13375	Edrecolomab	Immunoglobulins
DB13375	Edrecolomab	Immunoproteins
DB13375	Edrecolomab	Proteins
DB13375	Edrecolomab	Serum Globulins
DB13381	Sodium feredetate	Acids, Acyclic
DB13381	Sodium feredetate	Amines
DB13381	Sodium feredetate	Blood and Blood Forming Organs
DB13381	Sodium feredetate	Fatty Acids
DB13381	Sodium feredetate	Fatty Acids, Volatile
DB13384	Melitracen	Agents that produce hypertension
DB13384	Melitracen	Agents that reduce seizure threshold
DB13384	Melitracen	Central Nervous System Depressants
DB13384	Melitracen	Nervous System
DB13384	Melitracen	Neurotoxic agents
DB13384	Melitracen	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB13385	Dihydroergocryptine	Agents that produce hypertension
DB13385	Dihydroergocryptine	Alkaloids
DB13385	Dihydroergocryptine	Cardiovascular Agents
DB13385	Dihydroergocryptine	Cytochrome P-450 CYP3A Substrates
DB13385	Dihydroergocryptine	Cytochrome P-450 CYP3A4 Substrates
DB13385	Dihydroergocryptine	Nervous System
DB13385	Dihydroergocryptine	Neurotransmitter Agents
DB13385	Dihydroergocryptine	Vasodilating Agents
DB13392	Mercurochrome	Dermatologicals
DB13394	Adrenalone	Alcohols
DB13394	Adrenalone	Alimentary Tract and Metabolism
DB13394	Adrenalone	Amines
DB13394	Adrenalone	Amino Alcohols
DB13394	Adrenalone	Blood and Blood Forming Organs
DB13394	Adrenalone	Cardiovascular Agents
DB13394	Adrenalone	Hematologic Agents
DB13404	Edetate sodium	Ophthalmologicals
DB13404	Edetate sodium	Sensory Organs
DB13416	Sulbutiamine	Alimentary Tract and Metabolism
DB13416	Sulbutiamine	Pyrimidines
DB13416	Sulbutiamine	Sulfur Compounds
DB13421	Edoxudine	Anti-Infective Agents
DB13421	Edoxudine	Carbohydrates
DB13421	Edoxudine	Dermatologicals
DB13421	Edoxudine	Glycosides
DB13421	Edoxudine	Nucleic Acids, Nucleotides, and Nucleosides
DB13421	Edoxudine	Nucleosides
DB13421	Edoxudine	Pyrimidines
DB13443	Esatenolol	Adrenergic Antagonists
DB13443	Esatenolol	Agents causing hyperkalemia
DB13443	Esatenolol	Agents that produce hypertension
DB13443	Esatenolol	Antihypertensive Agents
DB13443	Esatenolol	Bradycardia-Causing Agents
DB13443	Esatenolol	Cytochrome P-450 CYP2D6 Substrates
DB13444	Ioxitalamic acid	Acids, Carbocyclic
DB13444	Ioxitalamic acid	Alcohols
DB13444	Ioxitalamic acid	Benzene Derivatives
DB13444	Ioxitalamic acid	Benzoates
DB13444	Ioxitalamic acid	Carbohydrates
DB13456	Midecamycin	Anti-Bacterial Agents
DB13456	Midecamycin	Anti-Infective Agents
DB13456	Midecamycin	Antibacterials for Systemic Use
DB13456	Midecamycin	Antiinfectives for Systemic Use
DB13456	Midecamycin	Cytochrome P-450 CYP3A Inhibitors
DB13456	Midecamycin	Cytochrome P-450 CYP3A Substrates
DB13456	Midecamycin	Cytochrome P-450 CYP3A4 Inhibitors
DB13456	Midecamycin	Cytochrome P-450 CYP3A4 Substrates
DB13456	Midecamycin	Cytochrome P-450 Enzyme Inhibitors
DB13471	Nalfurafine	Alkaloids
DB13480	Lentinan	Antineoplastic Agents
DB13480	Lentinan	Antineoplastic and Immunomodulating Agents
DB13480	Lentinan	Biomedical and Dental Materials
DB13480	Lentinan	Carbohydrates
DB13480	Lentinan	Immunologic Factors
DB13488	Bencyclane	Agents causing hyperkalemia
DB13488	Bencyclane	Antiarrhythmic agents
DB13488	Bencyclane	Bradycardia-Causing Agents
DB13488	Bencyclane	Cardiovascular Agents
DB13488	Bencyclane	Cycloparaffins
DB13488	Bencyclane	Cytochrome P-450 CYP3A Substrates
DB13488	Bencyclane	Cytochrome P-450 CYP3A4 Substrates
DB13488	Bencyclane	Membrane Transport Modulators
DB13488	Bencyclane	Potential QTc-Prolonging Agents
DB13488	Bencyclane	QTc Prolonging Agents
DB13488	Bencyclane	Vasodilating Agents
DB13492	Policresulen	Benzene Derivatives
DB13492	Policresulen	Dermatologicals
DB13492	Policresulen	Genito Urinary System and Sex Hormones
DB13492	Policresulen	Phenols
DB13500	Otilonium	Agents causing hyperkalemia
DB13500	Otilonium	Agents producing tachycardia
DB13500	Otilonium	Alimentary Tract and Metabolism
DB13500	Otilonium	Amines
DB13500	Otilonium	Antiarrhythmic agents
DB13500	Otilonium	Anticholinergic Agents
DB13500	Otilonium	Autonomic Agents
DB13500	Otilonium	Bradycardia-Causing Agents
DB13500	Otilonium	Cardiovascular Agents
DB13500	Otilonium	Cytochrome P-450 CYP3A Substrates
DB13500	Otilonium	Cytochrome P-450 CYP3A4 Substrates
DB13500	Otilonium	Gastrointestinal Agents
DB13500	Otilonium	Membrane Transport Modulators
DB13500	Otilonium	Moderate Risk QTc-Prolonging Agents
DB13500	Otilonium	Muscarinic Antagonists
DB13500	Otilonium	Neurotransmitter Agents
DB13500	Otilonium	Peripheral Nervous System Agents
DB13500	Otilonium	QTc Prolonging Agents
DB13500	Otilonium	Vasodilating Agents
DB13501	Bendazac	Agents causing hyperkalemia
DB13501	Bendazac	Agents that produce hypertension
DB13501	Bendazac	Analgesics
DB13501	Bendazac	Analgesics, Non-Narcotic
DB13501	Bendazac	Anti-Inflammatory Agents
DB13501	Bendazac	Central Nervous System Agents
DB13501	Bendazac	Musculo-Skeletal System
DB13501	Bendazac	Nephrotoxic agents
DB13501	Bendazac	Ophthalmologicals
DB13501	Bendazac	Peripheral Nervous System Agents
DB13501	Bendazac	Sensory Organs
DB13501	Bendazac	Sensory System Agents
DB13503	Tyrothricin	Amino Acids, Peptides, and Proteins
DB13503	Tyrothricin	Anti-Bacterial Agents
DB13503	Tyrothricin	Anti-Infective Agents
DB13503	Tyrothricin	Dermatologicals
DB13503	Tyrothricin	Ophthalmologicals
DB13503	Tyrothricin	Peptides
DB13503	Tyrothricin	Sensory Organs
DB13508	Cloranolol	Adrenergic Agents
DB13508	Cloranolol	Adrenergic Antagonists
DB13508	Cloranolol	Agents causing hyperkalemia
DB13508	Cloranolol	Agents that produce hypertension
DB13508	Cloranolol	Alcohols
DB13508	Cloranolol	Amines
DB13508	Cloranolol	Amino Alcohols
DB13508	Cloranolol	Antihypertensive Agents
DB13508	Cloranolol	Bradycardia-Causing Agents
DB13508	Cloranolol	Cardiovascular Agents
DB13508	Cloranolol	Cytochrome P-450 CYP2D6 Substrates
DB13508	Cloranolol	Neurotransmitter Agents
DB13509	Aloxiprin	Acids, Carbocyclic
DB13509	Aloxiprin	Analgesics
DB13509	Aloxiprin	Benzene Derivatives
DB13509	Aloxiprin	Benzoates
DB13509	Aloxiprin	Blood and Blood Forming Organs
DB13509	Aloxiprin	Hydroxy Acids
DB13509	Aloxiprin	Nervous System
DB13509	Aloxiprin	Phenols
DB13514	Pranoprofen	Acids, Acyclic
DB13514	Pranoprofen	Agents causing hyperkalemia
DB13514	Pranoprofen	Agents that produce hypertension
DB13514	Pranoprofen	Analgesics
DB13514	Pranoprofen	Analgesics, Non-Narcotic
DB13514	Pranoprofen	Anti-Inflammatory Agents
DB13514	Pranoprofen	Central Nervous System Agents
DB13514	Pranoprofen	Fatty Acids
DB13514	Pranoprofen	Fatty Acids, Volatile
DB13514	Pranoprofen	Lipids
DB13514	Pranoprofen	Nephrotoxic agents
DB13514	Pranoprofen	Ophthalmologicals
DB13514	Pranoprofen	Peripheral Nervous System Agents
DB13514	Pranoprofen	Pyrans
DB13514	Pranoprofen	Sensory Organs
DB13514	Pranoprofen	Sensory System Agents
DB13518	Alginic acid	Acids, Acyclic
DB13518	Alginic acid	Alimentary Tract and Metabolism
DB13518	Alginic acid	Biomedical and Dental Materials
DB13518	Alginic acid	Carbohydrates
DB13518	Alginic acid	Hematologic Agents
DB13518	Alginic acid	Hydroxy Acids
DB13518	Alginic acid	Protective Agents
DB13520	Metergoline	Agents that produce hypertension
DB13520	Metergoline	Alkaloids
DB13520	Metergoline	Central Nervous System Depressants
DB13520	Metergoline	Genito Urinary System and Sex Hormones
DB13520	Metergoline	Neurotransmitter Agents
DB13520	Metergoline	Serotonin Agents
DB13529	Dobesilic acid	Acids
DB13529	Dobesilic acid	Acids, Noncarboxylic
DB13529	Dobesilic acid	Benzene Derivatives
DB13529	Dobesilic acid	Hematologic Agents
DB13529	Dobesilic acid	Sulfur Compounds
DB13530	Mepindolol	Adrenergic Agents
DB13530	Mepindolol	Adrenergic Antagonists
DB13530	Mepindolol	Agents causing hyperkalemia
DB13530	Mepindolol	Agents that produce hypertension
DB13530	Mepindolol	Alcohols
DB13530	Mepindolol	Amines
DB13530	Mepindolol	Amino Alcohols
DB13530	Mepindolol	Bradycardia-Causing Agents
DB13530	Mepindolol	Cytochrome P-450 CYP2D6 Substrates
DB13530	Mepindolol	Neurotransmitter Agents
DB13532	Cyclopenthiazide	Amides
DB13532	Cyclopenthiazide	Antihypertensive Agents
DB13532	Cyclopenthiazide	Cardiovascular Agents
DB13532	Cyclopenthiazide	Genito Urinary System and Sex Hormones
DB13532	Cyclopenthiazide	Hyperglycemia-Associated Agents
DB13532	Cyclopenthiazide	Membrane Transport Modulators
